"","age1_orange.S","age2_no_comorbid_orange.S","age2_comorbid_green.S","age3_no_comorbid_green.S","age3_comorbid_green.S"
"173",9,67,11,6,11
"174",10,103,125,44,75
"175",11,73,125,43,75
"176",15,68,124,44,75
"177",814,941,125,44,75
"178",9,75,9,6,17
"179",814,941,125,44,75
"180",7,67,125,44,75
"181",15,71,125,44,75
"182",8,88,125,44,75
"183",7,71,124,44,75
"184",11,71,125,44,75
"185",10,72,9,6,12
"186",9,73,125,44,75
"187",814,941,125,44,75
"188",814,941,125,44,75
"189",11,72,14,10,16
"190",10,72,125,44,75
"191",6,47,8,6,11
"192",9,60,125,44,75
"193",8,49,125,44,75
"194",9,61,12,6,11
"195",814,941,125,44,75
"196",14,76,8,5,11
"197",814,941,125,44,75
"198",814,941,125,44,75
"199",5,78,12,6,12
"200",814,939,125,44,75
"201",814,941,125,44,75
"202",8,72,13,13,18
"203",9,73,125,44,75
"204",4,61,7,6,11
"205",814,941,125,44,75
"206",11,63,125,44,75
"207",8,68,125,44,75
"208",813,941,125,44,75
"209",12,77,125,44,75
"210",14,61,125,44,75
"211",11,62,6,7,4
"212",13,60,4,7,11
"213",8,66,125,44,75
"214",11,73,125,44,74
"215",6,62,6,5,14
"216",8,65,124,44,75
"217",12,67,9,6,11
"218",814,941,125,44,75
"219",7,76,125,44,75
"220",12,71,125,44,75
"221",13,78,6,8,13
"222",11,61,8,3,6
"223",1,70,125,44,75
"224",14,73,125,44,75
"225",17,81,125,44,75
"226",9,72,11,7,9
"227",6,76,125,44,75
"228",814,941,125,44,75
"229",9,50,125,44,75
"230",8,71,14,9,10
"231",8,52,7,7,12
"232",814,941,125,44,75
"233",814,941,125,44,75
"234",11,67,125,44,75
"235",10,67,5,9,4
"236",12,76,125,44,75
"237",11,68,125,44,75
"238",6,78,125,44,75
"239",11,72,8,8,13
"240",12,79,9,3,7
"241",14,69,123,42,74
"242",13,85,125,44,75
"243",10,83,125,44,75
"244",814,941,125,44,75
"245",814,941,125,44,75
"246",10,76,125,44,75
"247",7,69,125,44,75
"248",8,57,125,44,75
"249",13,58,125,44,75
"250",8,85,8,6,15
"251",10,56,8,8,13
"252",9,66,12,8,10
"253",814,941,125,44,75
"254",8,72,125,44,75
"255",11,80,10,4,6
"256",13,65,3,11,9
"257",8,71,125,44,75
"258",814,941,125,44,75
"259",8,65,125,44,75
"260",9,65,125,44,75
"261",14,70,125,44,75
"262",15,78,125,44,74
"263",13,54,125,44,75
"264",8,63,125,44,75
"265",6,92,125,44,75
"266",12,67,125,44,75
"267",9,78,9,3,7
"268",814,941,125,44,75
"269",11,53,125,44,75
"270",814,939,125,44,75
"271",11,73,125,44,75
"272",13,91,125,44,75
"273",16,58,6,7,19
"274",11,57,125,44,75
"275",15,89,125,44,75
"276",10,76,124,43,75
"277",814,941,125,44,75
"278",814,941,125,44,75
"279",13,82,11,14,17
"280",17,76,125,44,75
"281",10,65,8,12,16
"282",8,82,125,44,75
"283",13,67,6,3,9
"284",814,941,125,44,75
"285",10,74,8,5,12
"286",10,57,7,3,9
"287",18,58,125,44,75
"288",6,57,125,44,75
"289",814,941,125,44,75
"290",8,63,125,44,75
"291",8,54,14,9,15
"292",9,58,12,3,15
"293",9,78,125,44,75
"294",8,64,17,13,18
"295",7,65,12,11,16
"296",15,78,8,4,19
"297",10,57,5,7,7
"298",8,67,5,5,10
"299",9,52,125,44,75
"300",7,71,11,11,14
"301",12,63,119,42,73
"302",814,941,125,44,75
"303",5,62,125,44,75
"304",14,72,125,44,75
"305",8,65,2,5,7
"306",6,86,125,44,75
"307",3,58,125,44,75
"308",814,941,125,44,75
"309",10,68,125,44,75
"310",11,73,3,7,13
"311",9,67,8,8,12
"312",7,67,125,44,75
"313",15,75,30,13,27
"314",814,941,125,44,75
"315",11,68,125,44,75
"316",11,69,124,44,75
"317",5,55,5,9,14
"318",12,74,125,44,75
"319",12,66,125,44,75
"320",6,86,125,44,75
"321",12,66,11,9,11
"322",9,54,125,44,75
"323",10,78,125,44,75
"324",813,941,125,44,75
"325",13,71,10,8,16
"326",8,75,125,44,75
"327",17,93,124,43,75
"328",8,56,125,44,75
"329",6,69,125,44,75
"330",11,54,13,15,12
"331",13,69,125,44,75
"332",15,77,11,9,9
"333",10,50,13,13,10
"334",11,80,125,44,75
"335",9,69,15,7,12
"336",4,57,125,44,75
"337",10,57,125,44,75
"338",3,74,8,7,14
"339",19,67,5,8,14
"340",14,94,9,6,12
"341",10,62,5,6,12
"342",814,941,125,44,75
"343",814,941,125,44,75
"344",814,941,125,44,75
"345",13,70,5,8,8
"346",5,65,125,44,75
"347",814,941,125,44,75
"348",13,59,125,44,75
"349",7,66,125,44,75
"350",7,46,125,44,74
"351",814,941,125,44,75
"352",7,71,12,4,7
"353",14,68,125,44,75
"354",814,941,125,44,75
"355",8,61,125,44,75
"356",11,72,125,44,75
"357",814,941,125,44,75
"358",9,68,7,6,19
"359",9,61,125,44,74
"360",9,69,124,44,75
"361",14,84,4,3,5
"362",814,941,125,44,75
"363",9,62,9,9,11
"364",12,65,125,44,75
"365",814,941,125,44,75
"366",814,941,125,44,75
"367",10,79,24,15,13
"368",8,75,125,44,75
"369",12,62,9,13,8
"370",16,79,6,11,9
"371",814,941,125,44,75
"372",12,59,4,4,13
"373",13,64,9,5,18
"374",10,67,11,8,8
"375",9,66,4,7,8
"376",14,61,125,44,75
"377",10,74,124,44,75
"378",814,941,125,44,75
"379",8,72,125,44,75
"380",6,52,125,44,75
"381",6,78,9,10,12
"382",9,66,124,44,75
"383",10,72,13,16,21
"384",3,59,125,44,75
"385",14,66,4,7,8
"386",13,71,125,44,75
"387",11,62,125,44,75
"388",3,68,1,6,11
"389",7,60,125,44,75
"390",814,941,125,44,75
"391",8,73,7,6,8
"392",13,66,8,12,14
"393",14,79,125,44,75
"394",11,67,125,44,75
"395",7,82,125,44,75
"396",5,74,17,4,17
"397",14,80,125,44,75
"398",14,63,12,9,11
"399",6,51,8,8,13
"400",814,941,125,44,75
"401",16,66,11,11,13
"402",19,71,5,6,9
"403",12,63,5,8,13
"404",10,59,125,44,75
"405",12,61,7,4,12
"406",13,63,124,43,73
"407",9,59,123,43,73
"408",14,89,124,44,75
"409",814,941,125,44,75
"410",814,941,125,44,75
"411",814,941,125,44,75
"412",11,73,6,7,8
"413",11,62,125,44,75
"414",20,86,125,44,75
"415",814,941,125,44,75
"416",7,54,8,6,21
"417",7,72,9,8,15
"418",5,78,125,44,75
"419",9,69,14,8,23
"420",17,88,8,6,11
"421",8,60,125,44,75
"422",9,66,125,44,75
"423",7,72,11,10,20
"424",10,70,7,0,10
"425",9,73,11,8,13
"426",6,79,9,6,8
"427",12,67,125,44,75
"428",16,66,9,16,17
"429",4,57,7,8,12
"430",15,83,125,44,75
"431",814,941,125,44,75
"432",6,61,8,7,14
"433",13,61,125,44,75
"434",11,62,125,44,75
"435",5,82,8,6,8
"436",13,79,125,44,75
"437",28,81,125,44,75
"438",6,54,123,44,75
"439",814,941,125,44,75
"440",11,71,7,7,12
"441",7,78,125,43,75
"442",814,941,125,44,75
"443",12,64,123,44,75
"444",7,50,125,44,75
"445",9,53,123,43,74
"446",11,57,15,14,26
"447",10,72,7,6,9
"448",814,941,125,44,75
"449",7,67,10,11,14
"450",3,60,125,44,75
"451",6,70,18,8,13
"452",13,70,125,44,75
"453",10,60,4,9,15
"454",12,48,10,8,16
"455",9,66,11,6,12
"456",4,72,3,8,16
"457",814,941,125,44,75
"458",814,941,125,44,75
"459",8,55,125,44,75
"460",6,70,125,44,75
"461",17,65,125,44,75
"462",13,86,125,44,74
"463",13,64,125,44,75
"464",2,60,8,5,7
"465",12,66,9,8,12
"466",812,941,125,44,75
"467",12,63,125,44,75
"468",6,78,6,9,13
"469",13,84,125,44,75
"470",814,941,125,44,75
"471",15,62,125,44,75
"472",8,67,125,44,75
"473",814,941,125,44,75
"474",11,67,125,44,75
"475",9,74,10,6,12
"476",814,941,125,44,75
"477",12,58,1,1,8
"478",8,67,125,44,75
"479",7,81,7,14,15
"480",16,78,5,6,9
"481",814,941,125,44,75
"482",814,941,125,44,75
"483",814,941,125,44,75
"484",814,941,125,44,75
"485",9,71,124,43,75
"486",11,72,124,43,75
"487",10,54,125,44,75
"488",14,65,7,7,11
"489",9,62,125,44,75
"490",10,66,125,44,75
"491",15,65,125,44,75
"492",12,65,125,44,75
"493",9,75,15,2,5
"494",8,67,125,44,75
"495",16,79,125,44,75
"496",8,75,120,44,74
"497",7,50,125,44,75
"498",814,941,125,44,75
"499",10,67,125,44,75
"500",11,78,125,43,75
