"","age1_orange.S","age2_no_comorbid_orange.S","age2_comorbid_orange.S","age3_no_comorbid_green.S","age3_comorbid_green.S"
"100",814,941,125,44,75
"101",4,57,10,44,75
"102",6,47,4,10,19
"103",5,36,4,15,24
"104",3,50,6,44,74
"105",5,54,4,44,75
"106",6,42,10,44,75
"107",2,50,8,7,5
"108",4,38,5,44,75
"109",8,36,8,11,16
"110",7,43,3,6,8
"111",4,47,6,8,9
"112",2,47,1,4,16
"113",2,38,4,9,12
"114",5,58,7,44,75
"115",814,941,125,44,75
"116",4,43,8,44,75
"117",5,55,7,44,75
"118",3,50,4,9,22
"119",3,44,9,44,75
"120",4,22,5,44,74
"121",1,37,5,43,75
"122",5,52,10,43,75
"123",5,42,4,44,75
"124",814,941,125,44,75
"125",3,29,4,6,14
"126",7,46,6,44,75
"127",3,40,4,44,75
"128",2,53,3,44,75
"129",814,941,125,44,75
"130",4,37,4,44,75
"131",814,941,125,44,75
"132",2,45,2,3,8
"133",2,42,6,10,15
"134",814,941,125,44,75
"135",1,43,4,5,13
"136",814,941,125,44,75
"137",814,941,125,44,75
"138",1,34,1,44,75
"139",3,41,5,44,75
"140",7,36,8,5,10
"141",814,941,125,44,75
"142",814,941,125,44,75
"143",8,51,4,44,74
"144",5,42,7,7,12
"145",6,25,2,43,71
"146",5,49,7,7,22
"147",5,29,8,44,75
"148",3,36,9,44,75
"149",2,30,5,44,75
"150",4,35,6,44,75
"151",4,41,7,7,13
"152",4,44,3,9,12
"153",3,45,3,4,17
"154",9,48,5,44,75
"155",2,54,8,8,10
"156",6,46,8,44,75
"157",9,47,6,44,75
"158",4,53,3,6,13
"159",3,38,4,7,13
"160",5,30,3,15,23
"161",1,35,5,44,75
"162",814,941,125,44,75
"163",7,61,8,44,75
"164",6,50,7,44,75
"165",3,46,3,44,74
"166",5,36,3,44,75
"167",814,941,125,44,75
"168",6,44,5,44,75
"169",8,54,5,6,17
"170",3,39,2,44,75
"171",0,33,5,7,11
"172",4,40,7,5,4
"173",9,46,7,44,75
"174",1,43,7,6,9
"175",814,941,125,44,75
"176",814,941,125,44,75
"177",4,43,7,13,19
"178",812,940,125,44,75
"179",814,941,125,44,75
"180",4,45,4,4,9
"181",814,941,125,44,75
"182",4,29,1,12,17
"183",5,49,8,44,74
"184",1,29,3,7,12
"185",9,40,4,7,15
"186",3,36,6,44,75
"187",2,35,10,44,74
"188",2,49,6,44,75
"189",9,35,6,43,75
"190",2,41,9,8,16
"191",814,941,125,44,75
"192",6,48,7,5,11
"193",2,28,4,44,74
"194",5,45,6,43,75
"195",814,941,125,44,75
"196",2,27,1,44,75
"197",2,37,8,44,75
"198",5,50,9,6,11
"199",2,35,3,8,15
"200",7,48,4,44,74
"201",3,47,5,44,75
"202",814,941,124,44,75
"203",2,55,1,11,12
"204",814,941,125,44,75
"205",4,35,12,15,15
"206",814,941,125,44,75
"207",5,39,8,4,7
"208",7,41,3,44,75
"209",2,48,3,13,9
"210",814,941,125,44,75
"211",4,35,2,44,75
"212",4,46,9,44,75
"213",8,56,7,44,75
"214",5,45,8,7,13
"215",3,39,7,12,13
"216",4,43,4,15,23
"217",5,50,8,8,11
"218",2,45,1,44,74
"219",814,941,125,44,75
"220",4,31,5,44,75
"221",7,42,6,4,12
"222",0,59,5,4,8
"223",5,43,2,44,75
"224",6,42,4,10,13
"225",4,48,4,44,75
"226",814,941,125,44,75
"227",814,941,125,44,75
"228",4,50,3,3,7
"229",4,31,5,44,75
"230",8,34,3,44,75
"231",814,941,125,44,75
"232",7,37,4,12,11
"233",10,45,6,44,75
"234",11,46,6,44,75
"235",3,37,6,44,75
"236",4,41,3,44,75
"237",7,51,8,6,19
"238",814,941,125,44,75
"239",3,31,5,44,75
"240",4,32,0,7,8
"241",6,41,3,44,75
"242",814,941,125,44,75
"243",3,40,6,13,14
"244",5,34,9,44,75
"245",3,42,4,44,75
"246",7,47,5,7,4
"247",5,45,3,44,75
"248",4,45,5,44,75
"249",2,32,4,44,75
"250",7,33,5,16,21
"251",3,42,8,44,75
"252",4,53,6,43,73
"253",2,38,8,9,17
"254",3,28,0,44,75
"255",4,35,6,44,75
"256",10,50,9,44,74
"257",2,32,7,44,75
"258",4,32,6,9,13
"259",5,47,4,44,75
"260",814,941,125,44,75
"261",8,45,5,44,75
"262",814,941,125,44,75
"263",7,48,5,10,10
"264",4,51,6,44,75
"265",7,56,4,44,75
"266",5,48,5,44,75
"267",1,48,10,44,75
"268",3,46,4,6,14
"269",3,32,6,12,19
"270",814,941,125,44,75
"271",814,941,125,44,75
"272",4,36,8,44,73
"273",5,40,7,2,9
"274",7,50,4,9,14
"275",5,46,10,42,75
"276",3,49,9,44,75
"277",6,42,5,44,75
"278",2,45,6,11,18
"279",6,50,7,9,12
"280",7,35,4,4,10
"281",7,61,6,8,15
"282",9,52,5,44,74
"283",8,64,8,44,75
"284",4,42,3,44,75
"285",1,55,4,5,12
"286",3,52,9,44,75
"287",5,48,6,11,17
"288",6,47,10,5,8
"289",814,941,125,44,75
"290",3,53,7,44,75
"291",6,32,4,7,22
"292",8,42,6,44,73
"293",8,46,5,44,75
"294",6,37,10,44,75
"295",4,36,3,44,75
"296",814,941,125,44,75
"297",3,38,8,5,11
"298",7,57,9,6,11
"299",12,73,5,8,23
"300",814,941,125,44,75
"301",7,44,9,44,75
"302",6,37,8,44,75
"303",6,55,9,44,75
"304",814,941,125,44,75
"305",4,40,7,8,12
"306",814,941,125,44,75
"307",5,62,4,44,75
"308",6,32,10,10,19
"309",6,45,7,13,11
"310",4,48,3,12,12
"311",2,46,5,44,75
"312",8,45,4,7,18
"313",3,40,6,8,13
"314",2,47,6,8,9
"315",7,46,11,4,6
"316",3,57,6,44,75
"317",4,37,4,44,75
"318",16,68,6,44,75
"319",814,941,125,44,75
"320",814,941,125,44,75
"321",2,37,8,44,75
"322",5,42,6,44,74
"323",6,61,4,44,75
"324",5,32,5,44,75
"325",4,33,7,5,10
"326",5,46,7,44,75
"327",7,27,4,44,75
"328",5,53,3,44,75
"329",814,941,125,44,75
"330",6,28,3,2,8
"331",3,45,6,44,75
"332",814,941,125,44,75
"333",5,58,8,10,22
"334",3,48,4,44,75
"335",4,41,4,6,11
"336",9,58,3,44,74
"337",4,45,6,11,19
"338",8,34,12,44,74
"339",9,46,7,6,6
"340",813,941,125,44,75
"341",6,36,8,44,75
"342",8,42,4,7,11
"343",8,35,6,44,75
"344",814,940,125,44,75
"345",814,941,125,44,75
"346",6,36,4,44,68
"347",5,40,2,6,11
"348",7,52,7,44,75
"349",6,54,3,44,75
"350",4,59,10,42,61
"351",814,941,125,44,75
"352",4,33,4,44,74
"353",5,50,3,42,75
"354",8,54,7,7,8
"355",3,35,7,44,75
"356",4,35,3,44,75
"357",814,941,125,44,75
"358",6,54,5,44,75
"359",1,47,6,5,13
"360",814,941,125,44,75
"361",814,941,125,44,75
"362",3,45,5,10,8
"363",8,55,9,6,6
"364",5,51,10,44,75
"365",2,55,9,44,75
"366",2,38,6,44,75
"367",2,38,4,44,75
"368",6,35,4,44,75
"369",814,941,125,44,75
"370",4,37,6,44,75
"371",814,941,125,44,75
"372",1,39,6,5,7
"373",6,40,9,44,75
"374",3,50,8,14,21
"375",5,46,3,8,23
"376",2,34,6,8,14
"377",8,65,9,6,11
"378",8,37,3,44,75
"379",813,941,125,44,75
"380",7,43,4,3,20
"381",814,941,125,44,75
"382",2,38,4,8,11
"383",9,37,9,44,74
"384",2,51,7,44,75
"385",814,941,125,44,75
"386",2,37,5,10,22
"387",2,46,4,21,31
"388",1,34,5,44,75
"389",5,25,7,10,12
"390",814,941,125,44,75
"391",9,64,6,13,21
"392",5,33,5,7,18
"393",8,48,6,3,11
"394",814,941,125,44,75
"395",3,47,9,3,8
"396",4,45,6,44,75
"397",3,37,6,11,12
"398",4,52,4,44,75
"399",2,34,4,6,12
"400",814,941,125,44,75
"401",814,941,125,44,75
"402",814,941,125,44,75
"403",5,29,2,44,75
"404",4,47,6,44,75
"405",4,50,7,6,10
"406",3,42,8,44,75
"407",0,58,4,43,75
"408",2,45,8,43,75
"409",4,44,5,41,70
"410",814,940,125,44,75
"411",2,56,7,43,75
"412",7,70,4,8,17
"413",814,941,125,44,75
"414",4,47,5,44,75
"415",6,46,9,44,75
"416",3,38,4,14,17
"417",2,39,6,44,74
"418",8,43,2,44,75
"419",813,941,125,44,75
"420",3,29,4,1,9
"421",3,32,4,44,75
"422",6,37,11,44,75
"423",6,38,6,15,24
"424",5,56,6,44,74
"425",5,40,7,41,74
"426",3,44,3,44,75
"427",7,53,6,10,17
"428",5,54,6,44,75
"429",1,33,5,4,12
"430",5,35,4,44,75
"431",814,941,125,44,75
"432",5,49,3,8,24
"433",11,46,5,11,15
"434",7,37,4,44,75
"435",2,36,6,44,75
"436",6,48,5,44,75
"437",5,53,7,1,14
"438",2,40,6,4,12
"439",5,49,2,12,16
"440",4,42,7,7,14
"441",4,52,4,44,75
"442",814,941,125,44,75
"443",6,38,2,44,75
"444",9,45,7,44,75
"445",3,57,7,44,75
"446",2,42,3,8,16
"447",5,42,7,44,75
"448",814,941,125,44,75
"449",814,941,125,44,75
"450",6,48,4,44,75
"451",813,940,125,44,75
"452",6,43,6,44,75
"453",5,50,5,7,12
"454",2,32,6,9,18
"455",814,941,125,44,75
"456",3,47,4,44,75
"457",3,48,5,43,75
"458",4,37,6,44,75
"459",5,40,6,12,16
"460",3,37,5,44,75
"461",2,29,7,44,75
"462",5,37,11,10,18
"463",5,36,7,44,75
"464",4,40,7,44,75
"465",1,42,4,44,75
"466",7,34,8,16,18
"467",814,941,125,44,75
"468",4,41,8,7,8
"469",8,39,4,44,75
"470",4,35,7,44,75
"471",4,46,4,11,8
"472",3,39,2,7,10
"473",814,941,125,44,75
"474",7,50,5,44,75
"475",7,57,8,44,75
"476",7,42,4,44,75
"477",8,47,6,42,75
"478",814,941,125,44,75
"479",2,28,2,44,75
"480",2,39,8,44,75
"481",6,40,8,9,11
"482",9,61,7,17,19
"483",1,39,5,44,75
"484",3,38,4,44,75
"485",5,39,3,43,73
"486",3,39,7,4,8
"487",814,941,125,44,75
"488",4,38,2,44,74
"489",3,61,8,44,75
"490",4,27,5,8,13
"491",8,50,6,44,75
"492",811,941,125,44,75
"493",5,38,5,44,75
"494",5,40,6,6,12
"495",7,44,5,19,20
"496",5,34,9,44,73
"497",814,941,125,44,75
"498",6,48,8,44,75
"499",6,37,6,44,75
"500",5,44,9,44,75
"501",3,36,4,2,12
"502",3,49,4,11,18
"503",4,39,7,44,75
"504",6,42,6,44,75
"505",813,941,125,44,75
"506",4,42,10,44,75
"507",814,941,125,44,75
"508",3,48,9,44,75
"509",6,45,8,6,14
"510",4,35,2,3,6
"511",4,35,1,44,75
"512",11,41,3,44,75
"513",4,45,10,44,75
"514",4,35,4,10,7
"515",814,941,125,44,75
"516",3,21,7,9,13
"517",6,57,7,44,75
"518",11,58,6,44,75
"519",3,33,2,44,75
"520",6,55,7,44,75
"521",2,47,4,7,14
"522",1,44,1,44,75
"523",5,40,4,44,75
"524",5,29,3,44,75
"525",5,39,6,44,75
"526",3,41,6,44,75
"527",6,49,9,44,75
"528",814,941,125,44,75
"529",3,48,4,6,12
"530",4,37,4,11,18
"531",5,41,7,12,16
"532",811,941,125,44,75
"533",5,51,5,5,19
"534",8,51,7,44,75
"535",3,52,3,44,75
"536",814,941,125,44,75
"537",6,39,9,5,3
"538",814,941,125,44,75
"539",9,40,5,10,6
"540",6,57,3,2,7
"541",2,34,9,44,75
"542",7,54,2,44,75
"543",1,31,7,44,75
"544",6,47,7,10,18
"545",4,30,8,44,75
"546",0,37,5,4,9
"547",7,46,6,44,75
"548",4,47,7,16,30
"549",3,42,10,44,75
"550",4,51,5,44,75
"551",5,49,7,44,75
"552",5,39,3,44,75
"553",8,50,6,44,75
"554",4,43,8,43,74
"555",8,54,2,10,17
"556",814,941,125,44,75
"557",814,940,125,44,75
"558",5,41,8,15,10
"559",7,52,7,44,75
"560",3,44,7,44,75
"561",4,45,6,44,75
"562",5,34,5,44,75
"563",1,45,2,44,75
"564",6,43,8,6,18
"565",7,52,6,7,7
"566",6,53,10,44,75
"567",3,27,3,44,75
"568",814,941,125,44,75
"569",814,941,125,44,75
"570",7,40,7,44,75
"571",3,34,6,44,74
"572",4,44,4,44,74
"573",6,38,3,6,21
"574",1,48,7,10,23
"575",814,941,125,44,75
"576",5,39,3,44,75
"577",6,51,5,44,75
"578",2,54,7,44,75
"579",1,45,4,7,12
"580",814,941,125,44,75
"581",3,46,7,43,75
"582",6,47,6,44,75
"583",2,35,3,44,75
"584",5,27,4,14,11
"585",814,941,125,44,75
"586",3,40,3,44,74
"587",814,941,125,44,75
"588",6,43,6,44,75
"589",12,52,6,43,74
"590",6,31,4,43,75
"591",814,941,125,44,75
"592",814,941,125,44,75
"593",3,33,5,44,75
"594",4,30,7,44,75
"595",3,44,3,10,16
"596",5,44,10,44,75
"597",1,32,7,44,75
"598",8,47,6,43,75
"599",814,941,125,44,75
"600",3,39,3,44,75
"601",814,941,125,44,75
"602",6,37,5,44,75
"603",1,39,1,44,75
"604",1,42,2,44,75
"605",814,941,125,44,75
"606",813,941,125,44,75
"607",5,35,6,44,75
"608",4,27,4,44,75
"609",813,940,125,44,75
"610",1,26,4,43,75
"611",5,30,5,3,12
"612",4,42,6,44,75
"613",5,52,6,44,74
"614",814,941,125,44,75
"615",3,30,4,44,75
"616",4,33,5,7,25
"617",9,56,8,44,75
"618",4,42,3,13,21
"619",813,941,125,44,75
"620",6,41,3,43,75
"621",5,57,7,9,16
"622",7,55,7,44,75
"623",7,50,10,44,75
"624",3,41,2,44,75
"625",5,34,2,44,75
"626",4,46,4,43,74
"627",3,45,4,44,75
"628",4,37,2,44,75
"629",1,34,6,10,22
"630",6,49,5,7,7
"631",6,38,5,42,72
"632",6,39,2,8,18
"633",7,28,7,43,74
"634",1,38,4,44,75
"635",8,46,5,8,21
"636",5,46,6,44,74
"637",5,44,5,44,75
"638",814,941,125,44,75
"639",4,32,3,7,12
"640",3,42,12,44,74
"641",3,49,6,44,75
"642",2,48,5,44,75
"643",5,45,8,9,20
"644",4,46,13,44,75
"645",4,42,2,43,75
"646",4,53,6,44,75
"647",8,47,6,44,75
"648",4,45,4,13,17
"649",7,40,4,15,24
"650",3,44,9,44,75
"651",5,36,6,8,13
"652",7,29,7,44,75
"653",5,48,7,44,75
"654",7,59,10,44,75
"655",6,42,5,44,75
"656",5,58,5,44,74
"657",6,40,7,44,75
"658",2,31,2,4,14
"659",4,48,5,5,13
"660",7,37,2,44,75
"661",8,47,6,7,10
"662",7,56,8,44,75
"663",5,36,8,44,75
"664",6,36,10,43,74
"665",813,941,124,44,75
"666",3,46,4,44,75
"667",4,49,7,43,75
"668",2,41,5,44,75
"669",7,33,3,44,75
"670",1,31,5,44,75
"671",814,941,125,44,75
"672",2,30,5,2,15
"673",6,43,5,44,75
"674",3,41,5,44,75
"675",2,47,8,4,9
"676",5,55,9,44,75
"677",7,40,6,43,75
"678",4,37,3,43,75
"679",814,940,125,44,75
"680",9,45,10,44,73
"681",2,39,4,6,10
"682",3,47,5,11,14
"683",1,37,6,12,16
"684",5,61,2,44,75
"685",4,35,6,44,74
"686",4,51,7,7,11
"687",3,42,5,44,75
"688",3,37,9,40,68
"689",814,941,125,44,75
"690",2,36,7,7,7
"691",813,941,125,44,75
"692",4,37,4,44,75
"693",3,36,8,44,75
"694",814,941,125,44,75
"695",6,41,10,42,75
"696",2,39,5,44,75
"697",3,47,1,3,8
"698",8,46,5,13,19
"699",3,28,8,14,15
"700",814,941,125,44,75
"701",11,57,4,44,75
"702",7,35,5,7,16
"703",10,35,4,5,21
"704",3,49,7,2,13
"705",7,52,7,44,75
"706",3,44,7,5,7
"707",4,51,5,44,75
"708",6,54,4,44,75
"709",8,54,11,44,75
"710",9,31,11,11,26
"711",814,941,125,44,75
"712",5,42,5,9,10
"713",8,29,4,44,74
"714",6,52,7,44,75
"715",5,52,4,44,75
"716",4,39,4,43,75
"717",6,36,6,11,14
"718",6,39,5,43,73
"719",5,62,12,44,75
"720",5,28,5,44,75
"721",2,36,10,9,13
"722",7,33,8,7,6
"723",8,44,5,44,75
"724",5,33,4,44,75
"725",4,55,8,44,75
"726",5,43,8,5,15
"727",3,38,5,44,75
"728",1,48,1,5,8
"729",2,52,9,44,74
"730",4,27,3,44,75
"731",3,53,8,9,13
"732",7,44,5,44,75
"733",814,941,125,44,75
"734",12,61,3,15,9
"735",7,52,7,7,13
"736",814,941,125,44,75
"737",1,37,8,44,75
"738",6,41,5,5,8
"739",7,44,8,44,75
"740",3,40,7,44,75
"741",4,32,6,44,75
"742",5,39,8,44,74
"743",4,36,4,6,7
"744",814,941,125,44,75
"745",5,38,6,43,74
"746",4,48,9,44,75
"747",1,33,5,44,75
"748",8,46,1,44,75
"749",2,47,8,11,25
"750",3,46,3,44,75
"751",814,941,125,44,75
"752",3,39,8,43,73
"753",814,941,125,44,75
"754",8,33,3,44,75
"755",3,30,3,44,75
"756",6,56,6,7,18
"757",4,39,5,44,75
"758",7,42,9,44,75
"759",814,941,125,44,75
"760",3,38,8,6,7
"761",10,66,9,7,12
"762",814,941,125,44,75
"763",7,49,10,44,75
"764",814,941,125,44,75
"765",3,34,6,44,75
"766",2,43,6,7,12
"767",6,34,4,44,74
"768",6,49,7,5,15
"769",813,940,125,44,75
"770",814,941,125,44,75
"771",4,48,9,12,15
"772",7,43,7,44,75
"773",5,43,8,44,74
"774",814,941,125,44,75
"775",6,36,2,9,18
"776",5,37,2,44,75
"777",4,40,6,3,14
"778",8,41,6,6,15
"779",3,30,10,44,75
"780",5,38,5,44,75
"781",4,38,8,44,74
"782",1,40,5,44,73
"783",11,40,12,44,75
"784",814,941,125,44,75
"785",814,941,125,44,75
"786",4,41,9,43,69
"787",811,940,125,44,75
"788",3,35,5,44,75
"789",2,51,7,42,69
"790",4,50,4,44,75
"791",1,40,4,8,14
"792",814,941,125,44,75
"793",814,941,125,44,75
"794",2,48,4,44,75
"795",3,55,12,44,75
"796",6,44,5,40,67
"797",813,941,125,44,75
"798",4,39,8,44,75
"799",0,49,8,44,75
"800",2,39,6,10,11
"801",7,51,5,44,75
"802",814,941,125,44,75
"803",814,941,125,44,75
"804",9,68,5,44,75
"805",3,47,2,44,75
"806",6,47,5,5,9
"807",6,35,6,44,75
"808",4,52,6,44,75
"809",8,43,3,44,75
"810",2,46,5,4,12
"811",6,35,5,44,75
"812",6,36,4,44,74
"813",7,48,3,44,74
"814",8,43,5,44,75
"815",6,50,8,44,75
"816",814,941,125,44,75
"817",814,941,125,44,75
"818",5,34,6,8,12
"819",2,67,9,44,75
"820",814,941,125,44,75
"821",4,31,2,43,75
"822",3,55,7,44,75
"823",0,53,5,14,19
"824",4,41,5,43,75
"825",3,49,7,44,75
"826",5,43,4,44,74
"827",10,57,8,44,75
"828",6,42,7,44,75
"829",5,44,5,43,74
"830",2,40,6,44,75
"831",1,40,4,44,75
"832",3,36,6,10,13
"833",6,45,6,44,75
"834",814,940,125,44,75
"835",3,42,9,6,10
"836",814,941,125,44,75
"837",7,43,10,10,20
"838",8,49,12,44,75
"839",8,43,4,6,18
"840",814,941,125,44,75
"841",3,52,2,5,13
"842",6,50,5,43,75
"843",3,40,12,44,75
"844",3,40,3,44,75
"845",6,47,8,6,14
"846",3,45,6,44,75
"847",6,50,8,18,24
"848",1,35,8,12,12
"849",8,47,5,44,75
"850",4,48,5,44,75
"851",2,38,8,44,74
"852",814,941,125,44,75
"853",1,34,2,6,11
"854",814,941,125,44,75
"855",4,34,11,5,13
"856",9,56,8,6,15
"857",1,43,6,3,5
"858",814,941,125,44,75
"859",3,43,4,44,75
"860",4,39,7,44,75
"861",12,51,6,44,75
"862",814,941,125,44,75
"863",6,39,3,44,75
"864",5,27,3,11,18
"865",814,940,125,44,75
"866",814,941,125,44,75
"867",5,42,5,5,3
"868",4,56,3,44,75
"869",5,46,8,44,75
"870",4,37,6,44,74
"871",4,41,3,9,30
"872",814,941,125,44,75
"873",814,941,125,44,75
"874",8,36,5,9,11
"875",2,30,6,44,75
"876",7,34,6,41,72
"877",814,941,125,44,75
"878",6,39,9,6,3
"879",5,42,7,44,75
"880",10,49,3,8,7
"881",1,49,5,44,75
"882",2,32,2,5,10
"883",5,38,7,44,75
"884",814,941,125,44,75
"885",3,38,5,3,12
"886",10,49,3,5,11
"887",6,35,6,44,73
"888",4,49,12,44,75
"889",814,939,125,44,75
"890",6,37,4,44,75
"891",5,42,0,14,22
"892",5,43,9,11,8
"893",9,53,10,10,15
"894",8,54,8,44,75
"895",814,941,125,44,75
"896",5,40,7,0,11
"897",9,55,9,2,6
"898",6,38,7,9,9
"899",5,40,7,44,75
"900",6,48,9,44,75
"901",6,38,5,6,22
"902",5,36,9,44,75
"903",2,42,6,10,10
"904",1,40,3,44,75
"905",4,42,4,43,75
"906",5,43,6,10,14
"907",6,48,9,44,75
"908",10,47,6,9,10
"909",3,29,5,44,75
"910",0,40,5,44,75
"911",5,35,3,18,32
"912",813,941,125,44,75
"913",3,35,3,44,75
"914",3,43,3,6,11
"915",1,46,10,44,75
"916",4,43,7,42,73
"917",5,48,7,44,73
"918",4,55,4,44,75
"919",3,44,5,43,73
"920",814,940,124,44,75
"921",811,939,125,44,75
"922",4,42,1,8,14
"923",3,39,5,6,12
"924",3,37,3,6,11
"925",11,65,5,42,73
"926",2,30,5,44,75
"927",8,38,5,13,26
"928",3,38,6,44,75
"929",1,40,4,8,8
"930",4,45,7,9,18
"931",4,43,4,44,75
"932",814,941,125,44,75
"933",3,45,9,5,11
"934",2,48,5,12,23
"935",7,49,7,5,7
"936",6,43,8,44,75
"937",8,60,7,43,75
"938",6,46,10,44,75
"939",3,39,6,6,9
"940",814,941,125,44,75
"941",8,43,8,4,6
"942",4,52,7,11,15
"943",5,45,7,44,75
"944",7,44,5,44,75
"945",2,53,6,44,75
"946",2,34,4,18,25
"947",4,34,10,44,75
"948",9,44,6,44,75
"949",814,941,125,44,75
"950",2,37,3,44,75
"951",4,48,12,8,9
"952",4,48,2,44,74
"953",814,941,125,44,75
"954",6,42,7,6,18
"955",8,56,9,43,74
"956",1,36,5,44,75
"957",10,54,8,44,75
"958",4,44,4,44,75
"959",812,940,125,44,75
"960",7,43,10,6,8
"961",6,47,3,9,15
"962",3,35,6,44,75
"963",7,60,3,43,67
"964",4,39,6,44,75
"965",4,49,4,44,75
"966",1,29,4,44,75
"967",9,55,5,44,75
"968",5,52,5,13,10
"969",814,941,125,44,75
"970",6,35,12,44,75
"971",814,941,125,44,75
"972",7,43,4,44,75
"973",6,35,3,43,73
"974",7,41,8,7,9
"975",3,42,7,44,75
"976",6,52,6,4,11
"977",5,45,3,10,14
"978",3,33,3,12,6
"979",814,940,125,44,75
"980",5,43,7,44,75
"981",4,52,7,44,75
"982",6,37,4,44,75
"983",3,32,5,11,12
"984",5,44,3,44,75
"985",1,36,6,7,15
"986",6,31,11,44,75
"987",6,52,8,43,75
"988",6,46,5,43,74
"989",6,49,2,44,75
"990",5,37,3,30,57
"991",3,46,3,44,75
"992",4,28,5,44,75
"993",3,37,5,44,75
"994",7,48,6,44,75
"995",4,45,7,44,75
"996",2,46,4,8,11
"997",1,41,5,44,75
"998",0,63,9,44,75
"999",3,38,8,11,13
"1000",1,38,3,3,12
"1001",5,47,6,44,74
"1002",4,50,5,44,75
"1003",9,61,6,44,73
"1004",814,940,125,44,75
"1005",814,941,125,44,75
"1006",6,46,5,9,23
"1007",10,44,7,44,75
"1008",5,62,4,2,15
"1009",3,32,3,9,25
"1010",8,67,10,44,74
"1011",3,39,5,4,15
"1012",6,43,7,5,7
"1013",4,38,8,44,75
"1014",814,941,125,44,75
"1015",814,941,125,44,75
"1016",814,941,125,44,75
"1017",11,45,4,44,75
"1018",814,941,125,44,75
"1019",2,38,6,44,75
"1020",4,56,7,11,17
"1021",4,53,5,42,74
"1022",6,36,1,44,75
"1023",3,38,7,44,75
"1024",5,46,5,44,75
"1025",4,29,5,8,15
"1026",4,41,4,3,13
"1027",4,48,7,44,75
"1028",3,46,6,44,75
"1029",3,46,3,6,11
"1030",10,56,8,44,75
"1031",2,29,3,44,75
"1032",10,58,6,15,31
"1033",3,40,4,8,8
"1034",7,53,10,15,13
"1035",814,941,125,44,75
"1036",12,49,9,7,17
"1037",3,39,9,8,18
"1038",6,53,6,44,75
"1039",814,941,125,44,75
"1040",814,941,125,44,75
"1041",814,941,125,44,75
"1042",7,40,5,44,75
"1043",4,43,7,44,75
"1044",5,47,6,44,75
"1045",5,31,7,44,75
"1046",814,941,125,44,75
"1047",5,36,5,3,17
"1048",3,32,4,44,75
"1049",13,40,5,8,17
"1050",8,48,7,1,6
"1051",3,46,4,44,75
"1052",5,42,6,44,75
"1053",5,33,7,44,75
"1054",0,26,3,44,75
"1055",6,37,5,8,17
"1056",2,45,9,44,75
"1057",1,37,5,3,4
"1058",8,56,7,44,75
"1059",9,56,9,44,75
"1060",814,941,125,44,75
"1061",2,46,11,6,17
"1062",12,46,7,44,75
