"","age1_orange.A","age2_no_comorbid_orange.A","age2_comorbid_green.A","age3_no_comorbid_green.A","age3_comorbid_green.A"
"124",50,52,96,99,99
"125",68,71,146,150,150
"126",80,84,168,173,173
"127",40,43,75,77,77
"128",62,66,127,131,131
"129",48,51,93,96,96
"130",56,59,115,118,118
"131",54,57,109,112,112
"132",68,72,139,143,143
"133",40,43,77,80,80
"134",86,91,173,178,178
"135",43,46,85,87,87
"136",81,85,197,201,201
"137",61,65,130,134,134
"138",50,53,104,107,107
"139",56,60,114,117,117
"140",72,76,152,156,156
"141",43,46,81,84,84
"142",66,70,140,144,144
"143",58,61,127,130,130
"144",41,44,80,83,83
"145",51,54,101,104,104
"146",44,47,82,85,85
"147",60,64,114,118,118
"148",65,68,129,133,133
"149",56,60,105,109,109
"150",70,74,145,149,149
"151",58,61,115,118,118
"152",71,75,147,151,151
"153",43,45,83,86,86
"154",54,57,100,104,104
"155",34,37,65,67,67
"156",70,74,145,150,150
"157",53,57,102,106,106
"158",54,57,106,110,110
"159",42,44,78,81,81
"160",74,78,156,160,160
"161",53,56,99,102,102
"162",74,78,154,158,158
"163",53,56,106,110,110
"164",77,81,162,167,167
"165",58,61,117,121,121
"166",56,59,113,116,116
"167",50,53,99,102,102
"168",59,62,122,125,125
"169",49,52,92,95,95
"170",50,53,97,100,100
"171",62,66,126,130,130
"172",53,56,102,106,106
"173",45,48,85,88,88
"174",47,50,90,93,93
"175",43,45,79,82,82
"176",52,55,96,99,99
"177",54,57,107,111,111
"178",64,68,129,133,133
"179",52,55,100,103,103
"180",62,65,125,129,129
"181",116,120,302,307,307
"182",51,54,98,101,101
"183",50,53,95,98,98
"184",51,55,97,101,101
"185",43,46,78,80,80
"186",45,48,88,91,91
"187",85,90,192,197,197
"188",65,69,139,143,143
"189",44,47,87,90,90
"190",69,73,144,148,148
"191",48,51,100,103,103
"192",41,43,77,80,80
"193",54,57,103,107,107
"194",42,44,80,83,83
"195",76,80,167,172,172
"196",63,66,127,130,130
"197",57,61,110,114,114
"198",53,56,104,107,107
"199",51,54,94,97,97
"200",52,55,102,106,106
"201",44,46,85,88,88
"202",71,74,151,155,155
"203",58,61,118,122,122
"204",70,73,151,155,155
"205",56,59,108,111,111
"206",44,47,83,86,86
"207",68,72,139,143,143
"208",55,58,101,104,104
"209",38,40,70,73,73
"210",49,52,100,103,103
"211",43,45,80,82,82
"212",55,58,108,112,112
"213",55,59,107,110,110
"214",34,36,66,69,69
"215",70,74,146,150,150
"216",55,58,110,113,113
"217",64,67,124,128,128
"218",53,56,113,116,116
"219",60,64,117,121,121
"220",57,60,115,119,119
"221",52,55,99,102,102
"222",47,50,94,97,97
"223",53,56,104,107,107
"224",52,55,99,102,102
"225",62,65,124,128,128
"226",45,48,88,91,91
"227",44,46,84,86,86
"228",36,38,64,66,66
"229",73,77,159,163,163
"230",49,52,91,94,94
"231",56,59,111,114,114
"232",42,44,81,83,83
"233",54,57,100,104,104
"234",60,64,124,128,128
"235",66,70,137,141,141
"236",51,54,101,104,104
"237",79,83,172,176,176
"238",48,51,89,92,92
"239",57,60,112,115,115
"240",53,56,108,112,112
"241",54,57,107,111,111
"242",59,62,115,119,119
"243",57,60,106,110,110
"244",48,51,91,94,94
"245",42,44,80,83,83
"246",62,66,132,136,136
"247",48,51,92,95,95
"248",73,78,146,151,151
"249",49,52,97,100,100
"250",54,57,101,105,105
"251",62,66,127,130,130
"252",50,53,100,103,103
"253",46,49,92,95,95
"254",62,66,121,125,125
"255",46,49,88,91,91
"256",54,57,104,108,108
"257",42,45,83,85,85
"258",49,52,97,100,100
"259",59,62,125,128,128
"260",54,57,103,106,106
"261",49,52,96,99,99
"262",65,68,127,131,131
"263",52,55,100,104,104
"264",75,79,149,153,153
"265",41,43,81,84,84
"266",65,69,142,146,146
"267",52,55,99,102,102
"268",56,59,118,121,121
"269",36,38,67,70,70
"270",72,76,149,153,153
"271",65,68,137,141,141
"272",69,73,147,151,151
"273",48,50,92,95,95
"274",43,45,80,83,83
"275",39,42,75,78,78
"276",40,42,77,79,79
"277",82,86,179,183,183
"278",73,76,151,155,155
"279",56,59,106,110,110
"280",51,54,97,100,100
"281",56,59,118,121,121
"282",70,73,180,183,183
"283",56,59,107,111,111
"284",49,52,93,97,97
"285",45,47,86,89,89
"286",58,62,120,123,123
"287",51,54,105,108,108
"288",47,50,89,92,92
"289",63,67,125,129,129
"290",60,63,120,123,123
"291",57,60,111,114,114
"292",50,53,91,94,94
"293",49,52,91,95,95
"294",61,64,134,137,137
"295",48,51,93,96,96
"296",79,84,167,172,172
"297",52,55,103,106,106
"298",77,81,168,172,172
"299",47,50,93,96,96
"300",50,53,94,97,97
"301",46,49,87,90,90
"302",45,47,88,91,91
"303",48,51,91,94,94
"304",57,60,109,113,113
"305",65,69,133,136,136
"306",47,49,94,97,97
"307",104,109,249,255,255
"308",62,65,131,135,135
"309",49,52,98,101,101
"310",45,48,92,95,95
"311",65,68,129,133,133
"312",55,58,118,121,121
"313",59,62,117,120,120
"314",58,61,116,119,119
"315",67,71,131,135,135
"316",63,67,128,132,132
"317",56,59,106,110,110
"318",49,52,95,98,98
"319",52,55,106,109,109
"320",50,53,100,103,103
"321",41,43,80,83,83
"322",48,51,93,96,96
"323",61,65,120,124,124
"324",49,52,95,99,99
"325",63,67,131,134,134
"326",36,38,70,73,73
"327",48,51,92,95,95
"328",85,90,200,204,204
"329",73,77,153,158,158
"330",62,66,126,130,130
"331",67,71,136,140,140
"332",52,55,104,107,107
"333",60,64,118,122,122
"334",81,85,167,172,172
"335",63,66,132,136,136
"336",52,55,98,101,101
"337",54,57,102,106,106
"338",60,64,129,133,133
"339",57,60,113,116,116
"340",38,41,70,72,72
"341",41,44,79,81,81
"342",51,54,104,107,107
"343",68,71,135,139,139
"344",76,80,160,165,165
"345",62,66,129,133,133
"346",44,46,78,81,81
"347",47,50,92,95,95
"348",50,53,97,100,100
"349",53,56,102,105,105
"350",76,80,213,216,216
"351",57,60,121,125,125
"352",42,45,80,83,83
"353",45,48,85,88,88
"354",51,55,96,100,100
"355",50,53,98,101,101
"356",36,39,69,72,72
"357",51,54,95,98,98
"358",45,48,84,87,87
"359",47,50,94,97,97
"360",55,58,116,119,119
"361",54,58,109,113,113
"362",53,56,99,102,102
"363",62,66,131,135,135
"364",50,53,101,104,104
"365",65,69,122,126,126
"366",53,56,103,107,107
"367",43,45,87,89,89
"368",54,57,106,109,109
"369",45,48,87,90,90
"370",71,75,142,146,146
"371",49,52,94,98,98
"372",33,35,63,66,66
"373",41,43,80,82,82
"374",63,66,135,139,139
"375",53,56,103,107,107
"376",60,64,121,125,125
"377",51,54,95,98,98
"378",74,78,167,171,171
"379",86,90,188,192,192
"380",50,53,95,98,98
"381",53,56,102,105,105
"382",43,46,80,83,83
"383",70,74,141,145,145
"384",41,43,82,85,85
"385",39,41,78,81,81
"386",63,66,131,135,135
"387",55,58,104,108,108
"388",53,56,107,111,111
"389",54,57,103,107,107
"390",50,53,99,102,102
"391",59,62,116,119,119
"392",82,86,199,204,204
"393",52,55,109,112,112
"394",53,56,109,112,112
"395",56,59,114,117,117
"396",46,49,92,95,95
"397",59,63,126,129,129
"398",55,59,109,113,113
"399",84,89,191,196,196
"400",73,77,173,177,177
"401",56,60,116,120,120
"402",101,106,228,233,233
"403",73,77,137,142,142
"404",63,66,137,141,141
"405",33,36,63,65,65
"406",72,76,149,153,153
"407",59,63,121,125,125
"408",53,56,109,113,113
"409",55,59,104,108,108
"410",68,72,138,142,142
"411",52,55,102,105,105
"412",60,64,117,121,121
"413",58,61,122,125,125
"414",53,56,110,113,113
"415",89,94,209,214,214
"416",49,52,92,95,95
"417",79,83,167,172,172
"418",40,42,74,76,76
"419",48,51,88,91,91
"420",43,46,84,87,87
"421",58,62,114,118,118
"422",51,54,96,99,99
"423",74,78,146,151,151
"424",50,53,95,98,98
"425",45,48,86,89,89
"426",74,78,150,155,155
"427",36,38,67,69,69
"428",50,53,93,96,96
"429",49,52,91,94,94
"430",50,53,100,103,103
"431",58,62,128,131,131
"432",58,61,111,114,114
"433",103,108,240,245,245
"434",66,70,130,134,134
"435",47,50,93,96,96
"436",77,81,158,163,163
"437",38,41,72,75,75
"438",54,57,108,111,111
"439",43,46,80,82,82
"440",89,94,183,188,188
"441",40,42,75,78,78
"442",65,69,127,131,131
"443",42,44,75,78,78
"444",59,62,125,129,129
"445",47,50,92,95,95
"446",43,46,83,85,85
"447",36,39,67,70,70
"448",71,75,150,155,155
"449",62,65,125,128,128
"450",85,90,188,193,193
"451",54,57,105,109,109
"452",51,55,99,102,102
"453",53,56,102,106,106
"454",55,59,110,113,113
"455",46,49,86,89,89
"456",72,76,149,153,153
"457",40,43,76,78,78
"458",48,51,94,97,97
"459",41,44,80,82,82
"460",36,39,67,69,69
"461",55,59,106,109,109
"462",52,55,106,109,109
"463",55,58,112,115,115
"464",70,74,157,161,161
"465",67,71,151,155,155
"466",67,70,138,141,141
"467",44,47,80,83,83
"468",44,47,83,86,86
"469",52,55,100,104,104
"470",35,37,65,67,67
"471",43,46,84,87,87
"472",58,61,118,121,121
"473",42,44,77,80,80
"474",68,71,137,141,141
"475",58,61,113,116,116
"476",52,55,97,100,100
"477",43,46,81,84,84
"478",43,46,82,85,85
"479",47,49,91,94,94
"480",50,53,100,103,103
"481",54,57,102,105,105
"482",53,56,99,102,102
"483",62,66,136,139,139
"484",39,41,75,78,78
"485",46,48,88,90,90
"486",52,55,108,111,111
"487",58,62,112,116,116
"488",40,43,75,77,77
"489",44,47,85,88,88
"490",54,57,102,105,105
"491",39,42,73,76,76
"492",50,53,97,100,100
"493",43,46,83,86,86
"494",47,50,92,95,95
"495",49,52,95,98,98
"496",51,54,99,103,103
"497",38,41,72,74,74
"498",63,66,128,132,132
"499",62,66,133,137,137
"500",46,49,84,87,87
