"","age1_orange.S","age2_no_comorbid_orange.S","age2_comorbid_orange.S","age3_no_comorbid_green.S","age3_comorbid_green.S"
"85",7,66,12,6,8
"86",6,69,6,44,75
"87",8,80,7,7,11
"88",7,65,10,43,75
"89",812,941,125,44,75
"90",9,65,10,10,10
"91",5,66,8,44,75
"92",8,57,7,44,75
"93",12,69,6,44,74
"94",10,56,11,44,74
"95",814,941,125,44,75
"96",14,81,10,44,75
"97",812,941,125,44,75
"98",6,50,6,5,10
"99",8,56,8,44,75
"100",6,64,16,44,75
"101",814,941,125,44,75
"102",8,57,7,44,75
"103",8,65,6,44,75
"104",9,66,7,44,75
"105",9,53,13,44,75
"106",13,62,10,11,16
"107",9,55,7,44,75
"108",814,939,125,44,75
"109",8,59,9,44,75
"110",17,61,5,5,9
"111",9,74,7,44,75
"112",15,56,8,44,75
"113",13,62,5,44,75
"114",15,69,6,44,75
"115",9,66,8,44,75
"116",12,61,11,44,75
"117",10,75,7,44,75
"118",9,90,11,44,75
"119",9,83,12,44,75
"120",814,940,125,44,75
"121",12,63,13,44,75
"122",8,65,12,11,19
"123",814,941,125,44,75
"124",814,941,125,44,75
"125",13,72,8,44,75
"126",3,67,4,8,6
"127",11,81,15,44,75
"128",10,61,9,44,75
"129",12,65,5,44,75
"130",814,941,125,44,75
"131",814,941,125,44,75
"132",13,58,7,11,13
"133",14,73,13,44,75
"134",9,83,8,9,15
"135",3,63,12,44,74
"136",13,78,11,44,75
"137",7,57,8,6,13
"138",17,76,8,44,75
"139",11,62,5,8,25
"140",10,79,5,5,12
"141",10,67,7,44,75
"142",10,65,11,44,75
"143",8,66,5,8,16
"144",10,75,8,44,75
"145",13,67,8,44,75
"146",7,78,6,44,75
"147",11,58,4,44,75
"148",11,78,9,7,5
"149",11,77,7,44,75
"150",11,84,11,44,75
"151",6,63,6,4,16
"152",7,58,5,44,75
"153",14,63,8,9,13
"154",9,79,8,44,75
"155",7,88,12,44,75
"156",9,68,15,14,18
"157",10,73,10,44,75
"158",9,70,8,44,75
"159",11,62,6,44,75
"160",814,941,125,44,75
"161",13,68,9,44,75
"162",11,71,11,44,74
"163",11,74,11,44,75
"164",10,56,7,44,74
"165",3,52,5,9,13
"166",6,63,11,44,75
"167",6,72,5,44,75
"168",7,48,8,44,75
"169",8,75,11,44,75
"170",814,941,125,44,75
"171",12,78,12,44,75
"172",812,940,125,44,75
"173",7,64,5,44,75
"174",11,54,11,44,75
"175",6,54,6,44,75
"176",6,65,6,4,9
"177",14,74,11,44,75
"178",11,59,8,44,75
"179",9,52,5,44,75
"180",10,70,8,44,75
"181",9,67,10,44,75
"182",7,70,9,9,9
"183",14,82,9,44,75
"184",814,941,125,44,75
"185",7,65,10,44,75
"186",11,53,2,44,75
"187",10,64,7,8,10
"188",8,66,9,12,20
"189",11,69,7,44,75
"190",14,51,11,8,20
"191",7,71,10,44,75
"192",13,49,9,44,75
"193",8,68,17,7,25
"194",6,75,6,43,74
"195",9,60,7,7,19
"196",13,63,14,8,13
"197",813,941,125,44,75
"198",13,80,10,44,75
"199",9,68,14,44,75
"200",14,69,10,4,10
"201",17,66,11,44,75
"202",6,60,7,44,75
"203",12,59,11,44,75
"204",11,65,12,44,75
"205",13,71,10,8,6
"206",13,55,8,9,19
"207",814,941,125,44,75
"208",6,85,6,9,9
"209",14,60,8,44,75
"210",4,63,5,44,75
"211",15,65,8,44,75
"212",811,937,125,44,75
"213",11,62,9,44,75
"214",12,47,9,44,75
"215",9,77,6,44,75
"216",10,63,10,10,16
"217",8,60,10,44,74
"218",9,73,10,44,74
"219",3,76,11,44,75
"220",11,87,8,44,75
"221",9,50,8,44,75
"222",14,70,7,44,75
"223",13,65,9,44,75
"224",19,69,10,43,74
"225",11,75,10,44,75
"226",12,56,3,10,6
"227",12,47,9,42,73
"228",8,77,8,44,75
"229",11,67,9,3,2
"230",9,61,7,44,73
"231",814,941,125,44,75
"232",6,67,16,44,75
"233",3,51,3,4,8
"234",10,90,9,9,15
"235",6,84,11,44,75
"236",7,73,7,44,75
"237",7,80,4,43,75
"238",10,82,12,44,75
"239",12,71,11,44,75
"240",16,84,9,4,7
"241",16,66,14,6,17
"242",13,55,7,44,75
"243",9,82,7,7,13
"244",9,79,11,44,75
"245",8,67,5,11,20
"246",8,60,7,44,75
"247",10,77,9,44,75
"248",814,941,125,44,75
"249",814,941,125,44,75
"250",7,61,11,44,75
"251",10,72,11,44,75
"252",17,92,9,44,75
"253",6,56,16,6,16
"254",814,941,125,44,75
"255",814,941,125,44,75
"256",16,82,10,44,75
"257",14,74,9,44,75
"258",6,72,13,3,12
"259",12,52,8,8,11
"260",814,941,125,44,75
"261",12,71,5,44,75
"262",814,941,125,44,75
"263",12,85,10,8,7
"264",14,54,13,6,11
"265",8,61,7,44,75
"266",5,63,7,44,75
"267",6,56,8,44,75
"268",13,73,11,44,75
"269",9,68,3,44,75
"270",8,72,9,44,75
"271",10,67,3,44,75
"272",12,57,9,8,17
"273",9,68,9,44,75
"274",814,941,125,44,75
"275",814,941,125,44,75
"276",814,941,125,44,75
"277",7,66,17,44,75
"278",8,66,10,44,75
"279",11,61,8,44,75
"280",814,941,125,44,75
"281",814,941,125,44,75
"282",6,87,15,44,75
"283",7,52,7,5,8
"284",9,53,5,9,12
"285",4,69,9,44,75
"286",814,941,125,44,75
"287",11,66,6,44,75
"288",9,93,12,44,75
"289",12,58,8,9,10
"290",814,941,125,44,75
"291",9,71,12,44,75
"292",9,64,9,44,75
"293",12,67,10,11,16
"294",14,67,11,7,8
"295",12,76,7,42,75
"296",13,72,9,44,75
"297",12,74,6,44,75
"298",8,76,11,43,75
"299",12,51,7,44,75
"300",8,61,7,43,75
"301",7,71,5,3,15
"302",16,73,13,44,75
"303",11,69,10,43,74
"304",9,78,12,44,75
"305",12,63,12,9,13
"306",9,71,4,44,75
"307",11,81,9,44,75
"308",8,48,6,11,20
"309",5,66,9,43,74
"310",9,68,12,44,75
"311",814,941,125,44,75
"312",8,73,6,44,75
"313",813,941,125,44,75
"314",13,68,12,7,15
"315",9,59,8,10,15
"316",3,68,10,44,75
"317",5,49,4,43,75
"318",814,941,125,44,75
"319",814,941,125,44,75
"320",10,66,9,44,75
"321",18,78,13,44,75
"322",10,70,13,44,75
"323",6,67,10,44,75
"324",12,73,1,44,75
"325",11,75,10,44,75
"326",814,941,125,44,75
"327",7,69,8,43,75
"328",9,74,8,44,75
"329",814,941,125,44,75
"330",12,66,11,44,75
"331",17,83,8,44,75
"332",814,941,125,44,75
"333",9,72,14,44,75
"334",22,56,13,44,75
"335",814,940,125,44,75
"336",11,63,8,44,74
"337",814,941,125,44,75
"338",15,72,4,44,75
"339",11,63,14,44,75
"340",9,62,6,44,75
"341",10,69,12,44,75
"342",14,72,13,44,75
"343",7,64,8,42,75
"344",11,79,8,44,75
"345",7,61,10,5,9
"346",814,941,125,44,75
"347",9,60,5,44,74
"348",10,78,8,44,75
"349",11,67,9,44,75
"350",8,81,11,44,75
"351",15,80,10,44,75
"352",5,54,4,44,75
"353",8,57,9,44,75
"354",11,65,7,43,72
"355",6,72,14,44,75
"356",814,941,125,44,75
"357",13,74,10,44,75
"358",814,941,125,44,75
"359",15,64,8,44,75
"360",7,60,9,44,75
"361",8,48,13,44,75
"362",12,90,11,44,75
"363",6,64,6,44,75
"364",814,941,125,44,75
"365",9,67,9,44,74
"366",812,941,125,44,75
"367",7,62,8,44,75
"368",814,941,125,44,75
"369",4,54,7,13,25
"370",10,56,9,6,10
"371",17,63,11,5,6
"372",814,941,125,44,75
"373",9,54,15,44,75
"374",4,63,9,44,75
"375",5,67,8,44,75
"376",5,69,13,7,11
"377",10,69,4,44,75
"378",9,65,7,44,75
"379",11,50,5,44,75
"380",814,941,125,44,75
"381",8,72,7,44,75
"382",10,61,9,44,75
"383",11,64,11,44,75
"384",7,71,11,43,73
"385",13,70,10,44,75
"386",12,51,7,11,13
"387",14,80,10,44,75
"388",7,64,7,44,75
"389",814,941,125,44,75
"390",6,70,4,44,75
"391",11,69,14,44,74
"392",9,66,11,44,75
"393",814,941,125,44,75
"394",16,69,10,44,75
"395",6,69,9,19,38
"396",814,941,125,44,75
"397",6,76,8,44,75
"398",14,80,10,43,75
"399",814,941,125,44,75
"400",12,72,5,44,75
"401",14,55,7,44,75
"402",13,60,8,44,75
"403",17,64,6,5,14
"404",13,72,9,44,75
"405",10,79,6,44,75
"406",13,60,8,8,9
"407",812,941,125,44,75
"408",14,69,8,9,14
"409",8,70,10,44,74
"410",11,68,14,11,25
"411",814,941,125,44,75
"412",8,39,7,44,75
"413",5,51,7,44,75
"414",18,57,4,44,75
"415",13,84,13,40,72
"416",10,66,11,7,14
"417",9,59,4,44,75
"418",6,55,8,44,75
"419",7,56,9,44,75
"420",814,941,125,44,75
"421",8,68,10,44,75
"422",814,941,125,44,75
"423",8,53,9,44,75
"424",8,50,5,12,20
"425",8,66,12,44,75
"426",8,81,11,8,11
"427",813,941,125,44,75
"428",10,75,8,44,75
"429",8,67,8,44,75
"430",814,941,125,44,75
"431",10,76,9,44,75
"432",11,78,7,44,75
"433",12,72,8,6,15
"434",18,67,8,44,74
"435",3,66,10,44,75
"436",15,75,9,44,75
"437",6,65,15,44,75
"438",13,77,9,44,75
"439",8,63,6,44,75
"440",12,56,16,14,14
"441",10,70,11,44,75
"442",6,61,10,8,12
"443",11,59,7,44,75
"444",9,75,6,44,75
"445",814,941,125,44,75
"446",814,941,125,44,75
"447",14,79,8,7,19
"448",11,60,11,44,75
"449",14,83,7,44,75
"450",814,940,125,44,75
"451",10,64,6,44,75
"452",12,67,16,44,75
"453",810,939,125,44,75
"454",17,68,10,44,73
"455",5,59,8,44,75
"456",6,65,8,15,39
"457",10,69,9,44,75
"458",813,941,125,44,75
"459",814,941,125,44,75
"460",8,68,12,44,75
"461",6,59,6,44,75
"462",9,57,12,44,75
"463",9,64,8,44,75
"464",15,94,7,44,75
"465",814,941,125,44,75
"466",14,61,7,44,75
"467",22,75,9,44,75
"468",13,87,13,44,75
"469",9,58,11,42,72
"470",10,57,11,44,74
"471",12,54,14,44,75
"472",8,97,13,43,74
"473",13,57,15,42,74
"474",7,71,9,7,13
"475",4,59,9,44,75
"476",9,79,12,5,11
"477",8,70,10,44,75
"478",13,71,9,44,75
"479",10,55,6,44,75
"480",11,73,15,44,74
"481",11,66,10,44,75
"482",11,62,10,44,75
"483",12,66,6,8,10
"484",11,62,12,5,10
"485",11,61,8,44,75
"486",10,88,17,43,74
"487",15,74,9,42,75
"488",12,69,16,44,75
"489",814,941,125,44,75
"490",21,64,13,44,75
"491",9,68,9,44,75
"492",814,941,125,44,75
"493",9,62,15,44,75
"494",11,72,13,44,75
"495",12,66,6,44,75
"496",12,60,11,43,75
"497",8,60,10,44,75
"498",12,68,10,44,75
"499",13,81,8,5,6
"500",813,941,125,44,75
